,dist_center_segment,radius_segment,center_mass,jx_y,jz_y,jz_x
797,0.008,0.025,0.0005333333333333334,1.002930352049636,5.773195175609128,5.756327110662025
798,0.008,0.026,0.0005800085800085798,1.0029144538476467,5.775387583863032,5.758604397120768
799,0.008,0.027,0.0006290583540071188,1.0028961092491997,5.777660101716536,5.760975686745737
800,0.008,0.028,0.0006805555555555556,1.0028750410061689,5.780011725091431,5.76344159417153
801,0.008,0.029,0.0007345780106998579,1.0028509461700061,5.782441337098026,5.766002773574459
802,0.008,0.03,0.000791208791208791,1.0028234936018239,5.7849476956786905,5.768659921299802
803,0.008,0.031,0.0008505365637791789,1.002792321201687,5.787529419837228,5.771413778779035
804,0.008,0.032,0.0009126559714795009,1.0027570328224877,5.7901849742777625,5.774265135772691
805,0.008,0.033,0.0009776680507238243,1.0027171948289098,5.79291265225205,5.777214833979659
806,0.008,0.034,0.0010456806874717323,1.0026723322564093,5.795710556385498,5.780263771059543
807,0.008,0.035,0.0011168091168091167,1.0026219245186674,5.798576577219096,5.7834129051215815
808,0.008,0.036,0.001191176470588235,1.0025654006044753,5.801508369166003,5.786663259741567
809,0.008,0.037,0.001268914378403429,1.0025021336963258,5.804503323537035,5.790015929577376
810,0.008,0.038,0.0013501636278634875,1.0024314351328585,5.807558538237382,5.793472086664631
811,0.008,0.039,0.0014350748909069462,1.002352547625531,5.810670783676386,5.797032987486549
812,0.008,0.04,0.0015238095238095236,1.0022646376261193,5.8138364643615885,5.800699980926951
813,0.008,0.041,0.001616540449573266,1.0021667867255302,5.817051575565424,5.804474517232806
814,0.008,0.042,0.001713453132588635,1.0020579819455246,5.8203116543558355,5.808358158133256
815,0.008,0.043,0.0018147466568519193,1.001937104762721,5.8236117241678365,5.812352588286453
816,0.008,0.044,0.00192063492063492,1.0018029186780688,5.826946231958317,5.816459628254304
817,0.008,0.045,0.0020313479623824443,1.00165405511406,5.830308976827197,5.820681249239579
818,0.008,0.046,0.002147133434804667,1.0014889973853331,5.8336930287995035,5.825019589860687
819,0.008,0.047,0.0022682582466949036,1.001306062444849,5.837090636238858,5.829476975288322
820,0.008,0.048,0.002395010395010395,1.001103380056114,5.840493120096331,5.834055939126845
821,0.008,0.049,0.0025277010132912225,1.0008788689801926,5.843890752880137,5.838759248493822
822,0.008,0.05,0.002666666666666667,1.0006302096924282,5.847272619850622,5.843589932836372
823,0.008,0.051,0.002812271928639004,1.000354813055203,5.850626459487554,5.848551317126214
824,0.008,0.052,0.002964912280701753,1.0000497842664933,5.85393847972602,5.853647060200817
825,0.008,0.053,0.00312501738283966,0.9997118812753809,5.85719314579248,5.85888119917128
826,0.008,0.054,0.0032930547713156395,0.9993374667000346,5.86037293466744,5.8642582010052005
827,0.008,0.055,0.0034695340501792104,0.9989224520947563,5.863458050223447,5.869783022623711
828,0.008,0.056,0.0036550116550116544,0.9984622331825915,5.866426091895618,5.8754611811369415
829,0.008,0.057,0.0038500962820322907,0.9979516143889404,5.869251668285636,5.881298836196041
830,0.008,0.058,0.004055455093429776,0.9973847206670857,5.871905945313989,5.887302886880654
831,0.008,0.059,0.00427182083141586,0.9967548941829023,5.87435611633758,5.893481086093016
832,0.008,0.06,0.004499999999999999,0.9960545729032328,5.876564778936134,5.899842176124466
833,0.008,0.061,0.004740882306099696,0.9952751474851226,5.878489199708911,5.906396049939329
834,0.008,0.062,0.004995451591942818,0.9944067920588134,5.880080444242845,5.913153943838983
835,0.008,0.063,0.00526479854087216,0.9934382634945357,5.881282344197491,5.920128668599284
836,0.008,0.064,0.005550135501355012,0.9923566624882227,5.882030266920781,5.9273348880152135
837,0.008,0.065,0.005852813852813852,0.9911471482254633,5.882249644802073,5.934789456170634
838,0.008,0.066,0.006174344436569807,0.9897925963973365,5.881854211218736,5.942511827859298
839,0.008,0.067,0.006516421702050444,0.9882731878311469,5.880743876835356,5.950524560664415
840,0.008,0.068,0.006880952380952381,0.9865659118144051,5.878802163386676,5.958853932602334
841,0.008,0.069,0.007270089711777055,0.9846439641383866,5.875893090899402,5.967530706432662
842,0.008,0.07,0.00768627450980392,0.9824760147179796,5.87185738726422,5.97659108141153
843,0.008,0.071,0.008132284734825565,0.9800253130339328,5.866507854449572,5.986077886384601
844,0.008,0.072,0.008611295681063119,0.9772485911762884,5.859623681251966,5.996042086076472
845,0.008,0.073,0.009126953543138508,0.9740947134137584,5.8509434354894045,6.006544697265127
846,0.008,0.074,0.00968346595932802,0.9705030073066284,5.840156395413437,6.0176592462307035
847,0.008,0.075,0.01028571428571428,0.9664011936014697,5.826891786454509,6.029474947914269
848,0.008,0.076,0.010939393939393935,0.9617028095258517,5.810705369996269,6.042100857395977
849,0.008,0.077,0.0116511913534758,0.956303991572148,5.791062679857674,6.055671346030109
850,0.008,0.078,0.012429009193054131,0.9500794484061411,5.76731801384083,6.070353404145429
851,0.008,0.079,0.013282255919127421,0.9428774115594277,5.738688058325754,6.086356495522065
852,0.008,0.08,0.014222222222222218,0.9345133016639304,5.704218755629212,6.1039460278122
853,0.008,0.081,0.015262576330328577,0.9247617945547666,5.66274373293427,6.123462026954345
854,0.008,0.082,0.016420024420024416,0.9133469239332664,5.612832344510697,6.145345429466622
855,0.008,0.083,0.017715204114432656,0.8999298367533208,5.552725243588272,6.170175736833943
856,0.008,0.084,0.019173913043478253,0.8840938687210967,5.480255624859492,6.198725971018284
857,0.008,0.085,0.02082882882882883,0.8653268191192198,5.392755320251906,6.2320445883567634
858,0.008,0.086,0.022721966205837146,0.8430008466201815,5.286947668607109,6.271580496987533
859,0.008,0.087,0.02490826820238582,0.8163515944755237,5.158835143318465,6.319379025201549
860,0.008,0.088,0.027460992907801383,0.7844605375713912,5.003601996628391,6.378398602584938
861,0.008,0.089,0.030480038480038437,0.7462490379651243,4.815575451614106,6.453040749968994
862,0.008,0.09,0.034105263157894694,0.700500537565078,4.5883303135133895,6.550073936363145
863,0.008,0.091,0.038538685282140744,0.6459401984763458,4.315089302429846,6.680323213524021
864,0.009,0.0,0.0,1.0038059858212884,5.749762905015291,5.727962361482614
865,0.009,0.001,9.000900090008998e-07,1.003806030256505,5.7498069522141915,5.7280059881139875
866,0.009,0.002,3.6014405762304914e-06,1.003806160280932,5.749939084463888,5.728136877397396
867,0.009,0.003,8.107296566910217e-06,1.0038063660299905,5.750159273622289,5.728355057523607
868,0.009,0.004,1.442307692307692e-05,1.003806630992845,5.750467472448115,5.7286605755537225
869,0.009,0.005,2.2556390977443606e-05,1.0038069319069645,5.7508636140910365,5.729053497534565
870,0.009,0.006,3.251706142111601e-05,1.003807238609253,5.751347611371553,5.729533908661473
871,0.009,0.007,4.431715405486885e-05,1.0038075138424607,5.751919355844134,5.730101913489811
872,0.009,0.008,5.797101449275361e-05,1.0038077130152105,5.7525787166352504,5.730757636196886
873,0.009,0.009,7.349531202742209e-05,1.0038077839135546,5.753325539045807,5.73150122089636
874,0.009,0.01,9.090909090909088e-05,1.0038076663615363,5.754159642905263,5.732332832007697
875,0.009,0.011,0.00011023382933495288,1.0038072918277758,5.755080820662454,5.733252654683702
876,0.009,0.012,0.00013149350649350647,1.0038065829745761,5.756088835195442,5.7342608952996175
877,0.009,0.013,0.00015471467805920044,1.0038054531455098,5.757183417320093,5.7353577820079265
878,0.009,0.014,0.00017992656058751525,1.0038038057868395,5.7583642629739025,5.736543565363515
879,0.009,0.015,0.00020716112531969302,1.0038015337974655,5.759631030048385,5.737818519024589
880,0.009,0.016,0.00023645320197044327,1.0037985188013645,5.760983334839525,5.739182940535431
881,0.009,0.017,0.0002678405931417979,1.003794630335675,5.762420748081791,5.740637152197956
882,0.009,0.018,0.00030136420008267865,1.0037897249466823,5.763942790526552,5.7421815020398945
883,0.009,0.019,0.0003370681605975723,1.0037836451849445,5.765548928020719,5.743816364888503
884,0.009,0.02,0.0003749999999999999,1.0037762184896835,5.767238566035609,5.745542143559844
885,0.009,0.021,0.00041521079610837953,1.0037672559512805,5.769011043589657,5.747359270174943
886,0.009,0.022,0.0004577553593947035,1.0037565509393036,5.7708656265013065,5.74926820761568
887,0.009,0.023,0.0005026924295216976,1.0037438775818597,5.772801499900169,5.751269451134831
888,0.009,0.024,0.0005500848896434633,1.0037289890802643,5.77481775991534,5.75336353013667
889,0.009,0.025,0.0006,1.0037116158409218,5.77691340444907,5.7555510101465766
890,0.009,0.026,0.0006525096525096522,1.0036914634039789,5.779087322932119,5.75783249499062
891,0.009,0.027,0.0007076906482580085,1.003668210145622,5.781338284943407,5.760208629208845
892,0.009,0.028,0.0007656249999999998,1.00364150472784,5.783664927560974,5.762680100729139
893,0.009,0.029,0.0008264002620373401,1.0036109632659795,5.786065741293451,5.765247643832298
894,0.009,0.03,0.0008901098901098897,1.003576166180427,5.7885390544208475,5.767912042442984
895,0.009,0.031,0.0009568536342515761,1.003536654694167,5.7910830155499955,5.770674133786231
896,0.009,0.032,0.0010267379679144383,1.0034919269327085,5.793695574163117,5.773534812454576
897,0.009,0.033,0.0010998765570643023,1.003441433576805,5.796374458906947,5.776495034937467
898,0.009,0.034,0.0011763907734056987,1.0033845730114204,5.799117153334082,5.779555824671901
899,0.009,0.035,0.0012564102564102562,1.0033206859063217,5.8019208687669535,5.782718277682026
900,0.009,0.036,0.0013400735294117642,1.0032490491543407,5.804782513906852,5.785983568885336
901,0.009,0.037,0.0014275286757038576,1.0031688690825356,5.807698660755076,5.7893529591549235
902,0.009,0.038,0.0015189340813464233,1.0030792738389007,5.8106655063485935,5.792827803240817
903,0.009,0.039,0.0016144592522703144,1.002979304842642,5.81367882973758,5.7964095586695
904,0.009,0.04,0.001714285714285714,1.0028679071689668,5.816733943544408,5.800099795759426
905,0.009,0.041,0.001818608005769924,1.0027439187193923,5.819825639341202,5.803900208912482
906,0.009,0.042,0.0019276347741622145,1.0026060580052032,5.822948125962809,5.8078126293673265
907,0.009,0.043,0.002041589988958409,1.0024529103442763,5.826094959730982,5.811839039631401
908,0.009,0.044,0.002160714285714285,1.0022829122392274,5.829258965399396,5.815981589844819
909,0.009,0.045,0.00228526645768025,1.0020943336667996,5.832432146433255,5.820242616372843
910,0.009,0.046,0.00241552511415525,1.0018852579634845,5.835605583005489,5.824624662975307
911,0.009,0.047,0.0025517905275317665,1.0016535589391202,5.838769315817068,5.829130504963288
912,0.009,0.048,0.002694386694386694,1.0013968747870237,5.841912213522701,5.8337631768275235
913,0.009,0.049,0.002843663639952625,1.0011125782839816,5.845021821154801,5.838526003912387
914,0.009,0.05,0.0029999999999999996,1.0007977426836656,5.848084186474816,5.843422638817134
915,0.009,0.051,0.003163805919718879,1.0004491025996616,5.851083660625826,5.848457103336708
916,0.009,0.052,0.003335526315789472,1.0000630090455087,5.854002668794163,5.853633836913341
917,0.009,0.053,0.0035156445556946167,0.9996353776442628,5.856821445786053,5.85895775276403
918,0.009,0.054,0.0037046866177300945,0.9991616288333232,5.859517730457919,5.864434303086497
919,0.009,0.055,0.0039032258064516114,0.998636618664425,5.862066411768578,5.8700695550384445
920,0.009,0.056,0.004111888111888111,0.9980545585248563,5.864439117801381,5.875870279545774
921,0.009,0.057,0.004331358317286327,0.997408921772957,5.866603737376318,5.8818440554432385
922,0.009,0.058,0.004562386980108499,0.9966923348749072,5.8685238617634115,5.887999392008927
923,0.009,0.059,0.004805798435342842,0.9958964501332082,5.87015813142817,5.8943458736528225
924,0.009,0.06,0.0050624999999999976,0.9950117964882491,5.871459469572619,5.900894331398974
925,0.009,0.061,0.005333492594362158,0.9940276041253014,5.872374180337197,5.907657046913316
926,0.009,0.062,0.00561988304093567,0.9929315976954719,5.872840884717014,5.914647996244138
927,0.009,0.063,0.005922898358481179,0.991709751816685,5.872789261290505,5.921883142252366
928,0.009,0.064,0.006243902439024388,0.9903460011041924,5.872138551467637,5.92938078703853
929,0.009,0.065,0.006584415584415583,0.9888218952194243,5.870795779769888,5.937161998690502
930,0.009,0.066,0.006946137491141033,0.9871161872326693,5.868653628188481,5.945251130610021
931,0.009,0.067,0.0073309744148067485,0.985204340857647,5.865587889341933,5.953676456841208
932,0.009,0.068,0.007741071428571427,0.983057938694413,5.861454405226814,5.962470953656443
933,0.009,0.069,0.008178850925749187,0.9806439693363511,5.856085375898636,5.971673266763401
934,0.009,0.07,0.00864705882352941,0.9779239658408919,5.849284894280365,5.981328915741127
935,0.009,0.071,0.009148820326678759,0.9748529613682817,5.840823528063202,5.991491803917951
936,0.009,0.072,0.009687707641196006,0.9713782194437691,5.830431725646521,6.00222612463469
937,0.009,0.073,0.01026782273603082,0.9674376859349447,5.817791768301876,6.0136087862646
938,0.009,0.074,0.010893899204244023,0.9629580970690415,5.802527923101306,6.025732522279504
939,0.009,0.075,0.011571428571428566,0.9578526622781974,5.784194368545929,6.038709914725878
940,0.009,0.076,0.012306818181818174,0.9520182221167347,5.762260365787321,6.052678648288271
941,0.009,0.077,0.013107590272660275,0.9453317600499231,5.73609203305062,6.067808440867042
942,0.009,0.078,0.013982635342185896,0.9376461234282739,5.704929953307196,6.084310285898174
943,0.009,0.079,0.014942537909018347,0.9287847858065931,5.66786171701489,6.102448924260422
944,0.009,0.08,0.015999999999999993,0.9185354652006523,5.623788399174041,6.122559892606362
945,0.009,0.081,0.017170398371619645,0.9066424114867414,5.571383946724951,6.145073157992703
946,0.009,0.082,0.018472527472527468,0.8927972111359471,5.509046611644085,6.170546393883411
947,0.009,0.083,0.019929604628736736,0.8766280659360962,5.434842097717016,6.199712636297457
948,0.009,0.084,0.021570652173913036,0.8576877503946843,5.346439336399361,6.233549836684828
949,0.009,0.085,0.02343243243243243,0.8354409543847485,5.241042362312727,6.273384534006279
950,0.009,0.086,0.025562211981566784,0.8092526636202049,5.115326613881573,6.32105007970944
951,0.009,0.087,0.028021801727684047,0.7783809216984895,4.965396716261764,6.379134659964263
952,0.009,0.088,0.030893617021276555,0.7419801907791321,4.786797717650269,6.451382095017645
953,0.009,0.089,0.03429004329004324,0.699126120229747,4.574635713038603,6.543362607501041
954,0.009,0.09,0.03836842105263153,0.6488792446830212,4.3238990388204295,6.663642078631538
955,0.01,0.0,0.0,1.0047029465399748,5.754007102409061,5.7270729843332076
956,0.01,0.001,1.000100010001e-06,1.00470300149635,5.754051238562883,5.727116600620394
957,0.01,0.002,4.001600640256102e-06,1.0047031623073457,5.754183634012094,5.727247459635096
958,0.01,0.003,9.00810729656691e-06,1.0047034167727136,5.7544042495944066,5.727465591864492
959,0.01,0.004,1.6025641025641022e-05,1.0047037444722817,5.754713019619828,5.727771048213299
960,0.01,0.005,2.506265664160401e-05,1.0047041166355435,5.755109851237483,5.728163900143698
961,0.01,0.006,3.6130068245684455e-05,1.0047044959575255,5.755594623541346,5.728644239872763
962,0.01,0.007,4.924128228318762e-05,1.0047048363593556,5.756167186406932,5.729212180629046
963,0.01,0.008,6.44122383252818e-05,1.004705082691463,5.756827359048548,5.729867856970347
964,0.01,0.009,8.166145780824676e-05,1.0047051703768495,5.757574928284196,5.730611425165272
965,0.01,0.01,0.000101010101010101,1.0047050249913092,5.758409646492447,5.731443063641747
966,0.01,0.011,0.0001224820325943921,1.004704561776915,5.75933122924271,5.73236297350615
967,0.01,0.012,0.00014610389610389608,1.00470368508446,5.760339352577193,5.733371379137474
968,0.01,0.013,0.00017190519784355607,1.0047022877398608,5.761433649919405,5.734468528861521
969,0.01,0.014,0.00019991840065279476,1.0047002503287972,5.762613708580304,5.735654695710921
970,0.01,0.015,0.00023017902813299228,1.0046974403930424,5.763879065829125,5.7369301782776185
971,0.01,0.016,0.0002627257799671592,1.0046937115310486,5.76522920449132,5.738295301665332
972,0.01,0.017,0.0002976006590464421,1.0046889023943404,5.766663548031012,5.739750418550554
973,0.01,0.018,0.0003348491112029763,1.004682835570186,5.768181455069776,5.74129591036177
974,0.01,0.019,0.00037452017844174704,1.0046753163397462,5.769782213287216,5.742932188587857
975,0.01,0.02,0.00041666666666666664,1.004666131299541,5.771465032641827,5.744659696228045
976,0.01,0.021,0.0004613453290093105,1.0046550468325044,5.77322903784266,5.746478909397417
977,0.01,0.022,0.000508617065994115,1.0046418074131396,5.7750732599934205,5.748390339103749
978,0.01,0.023,0.0005585471439129974,1.0046261337293185,5.776996627320553,5.750394533213565
979,0.01,0.024,0.0006112054329371815,1.0046077206010215,5.778997954885453,5.752492078627547
980,0.01,0.025,0.0006666666666666666,1.0045862346737804,5.781075933168004,5.754683603688133
981,0.01,0.026,0.0007250107250107247,1.0045613118617076,5.783229115394022,5.756969780845161
982,0.01,0.027,0.0007863229425088985,1.0045325545117119,5.785455903462341,5.75935132960879
983,0.01,0.028,0.0008506944444444444,1.0044995282567775,5.787754532308352,5.761829019822938
984,0.01,0.029,0.0009182225133748225,1.0044617585219051,5.790123052518899,5.764403675296941
985,0.01,0.03,0.0009890109890109888,1.00441872664145,5.792559310988592,5.767076177838306
986,0.01,0.031,0.0010631707047239736,1.0043698655409976,5.795060929379001,5.769847471735451
987,0.01,0.032,0.001140819964349376,1.0043145549305132,5.797625280109346,5.772718568746097
988,0.01,0.033,0.0012220850634047805,1.0042521159481212,5.800249459569624,5.775690553655013
989,0.01,0.034,0.0013071008593396652,1.0041818051853884,5.802930258203531,5.778764590473949
990,0.01,0.035,0.001396011396011396,1.004102808015191,5.805664127058404,5.781941929367227
991,0.01,0.036,0.0014889705882352936,1.0040142311319145,5.8084471403412365,5.78522391439896
992,0.01,0.037,0.0015861429730042863,1.0039150942006414,5.811274953452654,5.788611992212181
993,0.01,0.038,0.0016877045348293593,1.0038043204967544,5.8141427558924725,5.792107721767144
994,0.01,0.039,0.0017938436136336828,1.003680726399728,5.817045218339782,5.79571278528574
995,0.01,0.04,0.0019047619047619048,1.0035430095842697,5.819976433104511,5.799429000572192
996,0.01,0.041,0.0020206755619665826,1.0033897357279788,5.822929847023939,5.803258334907413
997,0.01,0.042,0.002141816415735794,1.0032193235265854,5.8258981857329974,5.807202920746582
998,0.01,0.043,0.0022684333210648993,1.003030027774946,5.82887336806776,5.81126507348752
999,0.01,0.044,0.00240079365079365,1.0028199202333408,5.831846409162425,5.815447311622454
1000,0.01,0.045,0.0025391849529780557,1.0025868679531882,5.834807310565812,5.819752379639432
1001,0.01,0.046,0.0026839167935058337,1.0023285086827118,5.8377449354268665,5.8241832741034125
1002,0.01,0.047,0.0028353228083686298,1.0020422229098152,5.840646866471963,5.828743273423545
1003,0.01,0.048,0.002993762993762993,1.0017251020244604,5.843499244109443,5.83343597190475
1004,0.01,0.049,0.003159626266614028,1.0013739119939071,5.846286581537058,5.838265318791958
1005,0.01,0.05,0.003333333333333333,1.0009850518383532,5.848991553180487,5.8432356631485725
1006,0.01,0.051,0.0035153399107987547,1.000554506068375,5.851594752138146,5.848351805571965
1007,0.01,0.052,0.0037061403508771916,1.0000777900948024,5.854074411526441,5.853619057944987
1008,0.01,0.053,0.003906271728549575,0.9995498874410769,5.856406083683507,5.859043312661811
1009,0.01,0.054,0.00411631846414455,0.998965177371308,5.858562270064636,5.86463112305971
1010,0.01,0.055,0.004336917562724013,0.9983173512862673,5.860511993307745,5.870389797149028
1011,0.01,0.056,0.004568764568764568,0.9975993159247238,5.862220301311583,5.876327507179175
1012,0.01,0.057,0.004812620352540363,0.9968030810268081,5.863647691189944,5.882453418131285
1013,0.01,0.058,0.005069318866787221,0.9959196286546748,5.864749438564095,5.888777838916998
1014,0.01,0.059,0.005339776039269825,0.9949387608052082,5.865474814736443,5.895312400925549
1015,0.01,0.06,0.005624999999999998,0.9938489212671988,5.86576617073183,5.902070269646954
1016,0.01,0.061,0.00592610288262462,0.9926369868430718,5.865557862850091,5.90906639647248
1017,0.01,0.062,0.006244314489928523,0.991288022038076,5.864774989061087,5.916317819520487
1018,0.01,0.063,0.006580998176090199,0.989784990074698,5.863331899063587,5.923844024570515
1019,0.01,0.064,0.006937669376693764,0.9881084115638303,5.861130432840608,5.93166738006459
1020,0.01,0.065,0.007316017316017315,0.9862359602916746,5.858057832730347,5.939813663859767
1021,0.01,0.066,0.00771793054571226,0.9841419832828836,5.853984261969605,5.948312704272595
1022,0.01,0.067,0.008145527127563055,0.981796929479915,5.848759847842374,5.957199164332917
1023,0.01,0.068,0.008601190476190474,0.979166667921451,5.84221114936514,5.96651350659927
1024,0.01,0.069,0.00908761213972132,0.9762116720756197,5.83413692714201,5.976303187133051
1025,0.01,0.07,0.009607843137254901,0.9728860418364779,5.824303065808526,5.986624142344795
1026,0.01,0.071,0.010165355918531956,0.9691363284653793,5.812436466471033,5.997542652925813
1027,0.01,0.072,0.010764119601328895,0.9649001203013373,5.798217686878589,6.009137697140934
1028,0.01,0.073,0.011408691928923137,0.9601043382687637,5.781272060072731,6.021503944558127
1029,0.01,0.074,0.012104332449160026,0.9546631800799383,5.7611589678152715,6.034755595510516
1030,0.01,0.075,0.01285714285714285,0.9484756407977221,5.737358884209618,6.049031348221208
1031,0.01,0.076,0.013674242424242419,0.9414225257711639,5.709257740856217,6.064500885167893
1032,0.01,0.077,0.01456398919184475,0.9333628613775858,5.676128104996989,6.081373429214202
1033,0.01,0.078,0.015536261491317663,0.9241296024385467,5.6371066211565175,6.09990915373948
1034,0.01,0.079,0.016602819898909278,0.9135245380617654,5.591167172348784,6.120434579909174
1035,0.01,0.08,0.017777777777777774,0.9013123196723855,5.537089318400398,6.143363623846897
1036,0.01,0.081,0.01907822041291072,0.8872135928573394,5.473421852231009,6.1692267750355745
1037,0.01,0.082,0.020525030525030522,0.8708973365368183,5.398441925467938,6.198712177643353
1038,0.01,0.083,0.02214400514304082,0.8519727451768155,5.310111372470143,6.23272446510962
1039,0.01,0.084,0.023967391304347815,0.8299814059596077,5.206033990438631,6.272470627723906
1040,0.01,0.085,0.026036036036036037,0.8043912355401385,5.0834212015750815,6.319588002673386
1041,0.01,0.086,0.02840245775729643,0.7745948112336357,4.9390795791565,6.376339613339805
1042,0.01,0.087,0.031135335252982274,0.7399165647256988,4.769443256225514,6.445920369404944
1043,0.01,0.088,0.034326241134751724,0.6996360053022135,4.57068835662895,6.53295188067773
1044,0.01,0.089,0.03810004810004805,0.653037749544605,4.338985619243324,6.644310565919214
1045,0.011,0.0,0.0,1.005696190978517,5.758706890671372,5.7260899885364935
1046,0.011,0.001,1.1001100110010997e-06,1.005696257607274,5.758751125432252,5.726133593390633
1047,0.011,0.002,4.401760704281712e-06,1.0056964525735044,5.758883812636346,5.726264418950448
1048,0.011,0.003,9.9089180262236e-06,1.005696761085728,5.759104900895341,5.726482498241258
1049,0.011,0.004,1.7628205128205123e-05,1.0056971583866874,5.759414304051864,5.726787886415989
1050,0.011,0.005,2.756892230576441e-05,1.0056976095952244,5.759811900409465,5.727180660922211
1051,0.011,0.006,3.97430750702529e-05,1.0056980694830242,5.760297531645138,5.727660921737873
1052,0.011,0.007,5.416541051150638e-05,1.0056984821843167,5.760871001394741,5.728228791677676
1053,0.011,0.008,7.085346215780997e-05,1.0056987808360358,5.76153207349876,5.728884416772591
1054,0.011,0.009,8.982760358907144e-05,1.005698887145333,5.762280469892765,5.729627966725652
1055,0.011,0.01,0.00011111111111111109,1.0056987108806776,5.76311586812361,5.7304596354478
1056,0.011,0.011,0.00013473023585383132,1.0056981492820825,5.764037898468899,5.731379641678328
1057,0.011,0.012,0.00016071428571428568,1.0056970863852501,5.76504614063347,5.732388229695107
1058,0.011,0.013,0.00018909571762791165,1.0056953922535967,5.76614011999247,5.733485670120756
1059,0.011,0.014,0.00021991024071807424,1.0056929221112398,5.76731930334614,5.734672260831737
1060,0.011,0.015,0.00025319693094629143,1.0056895153690368,5.768583094146369,5.735948327978335
1061,0.011,0.016,0.0002889983579638751,1.0056849945346928,5.769930827149715,5.7373142271246955
1062,0.011,0.017,0.0003273607249510863,1.005679163996741,5.771361762445373,5.738770344519215
1063,0.011,0.018,0.0003683340223232739,1.0056718086708774,5.772875078799898,5.740317098507001
1064,0.011,0.019,0.0004119721962859217,1.0056626924956307,5.774469866252872,5.741954941097669
1065,0.011,0.02,0.0004583333333333332,1.005651556762684,5.776145117889231,5.743684359703427
1066,0.011,0.021,0.0005074798619102416,1.0056381182652903,5.777899720704446,5.74550587906436
1067,0.011,0.022,0.0005594787725935266,1.0056220672461171,5.779732445468041,5.747420063380036
1068,0.011,0.023,0.0006144018583042971,1.0056030651234722,5.781641935478795,5.74942751866901
1069,0.011,0.024,0.0006723259762308997,1.0055807419721845,5.783626694091306,5.7515288953806225
1070,0.011,0.025,0.0007333333333333333,1.005554693732364,5.785685070878075,5.753724891286698
1071,0.011,0.026,0.0007975117975117971,1.0055244791158113,5.787815246273665,5.75601625468439
1072,0.011,0.027,0.0008649552367597884,1.0054896161759301,5.790015214527414,5.7584037879455705
1073,0.011,0.028,0.0009357638888888888,1.0054495785025173,5.792282764768406,5.760888351452926
1074,0.011,0.029,0.0010100447647123046,1.0054037909977176,5.794615459960323,5.763470867968388
1075,0.011,0.03,0.0010879120879120875,1.0053516251835968,5.797010613493996,5.766152327485767
1076,0.011,0.031,0.001169487775196371,1.0052923939851293,5.799465263131401,5.768933792626694
1077,0.011,0.032,0.0012549019607843135,1.0052253459247462,5.801976141975655,5.771816404647248
1078,0.011,0.033,0.0013442935697452582,1.0051496586558233,5.804539646096659,5.774801390132304
1079,0.011,0.034,0.0014378109452736316,1.0050644317523825,5.807151798390199,5.777890068465687
1080,0.011,0.035,0.0015356125356125354,1.0049686786606542,5.809808208188702,5.781083860177187
1081,0.011,0.036,0.0016378676470588229,1.0048613177047199,5.812504026072862,5.7843842962824406
1082,0.011,0.037,0.0017447572703047148,1.0047411620229234,5.815233893253597,5.787793028749151
1083,0.011,0.038,0.0018564749883122952,1.0046069082937592,5.817991884801388,5.79131184224361
1084,0.011,0.039,0.001973227974997051,1.004457124089074,5.820771445892651,5.794942667335268
1085,0.011,0.04,0.002095238095238095,1.0042902336681574,5.823565320118012,5.798687595365251
1086,0.011,0.041,0.00222274311816324,1.0041045019980388,5.826365468751739,5.8025488952176
1087,0.011,0.042,0.0023559980573093727,1.0038980167523464,5.829162979711801,5.8065290322710235
1088,0.011,0.043,0.0024952766531713888,1.0036686680025328,5.831947964741214,5.810630689854808
1089,0.011,0.044,0.002640873015873015,1.0034141252701374,5.834709443108425,5.814856793587209
1090,0.011,0.045,0.0027931034482758603,1.003131811555777,5.83743520985101,5.8192105390393465
1091,0.011,0.046,0.0029523084728564166,1.0028188738982744,5.840111686265087,5.823695423245002
1092,0.011,0.047,0.0031188550892054926,1.0024721499439393,5.84272374996346,5.828315280669092
1093,0.011,0.048,0.0032931392931392924,1.0020881299193989,5.845254541377297,5.833074324358527
1094,0.011,0.049,0.0034755888932754306,1.0016629132988981,5.84768524304566,5.837977193132536
1095,0.011,0.05,0.0036666666666666666,1.0011921593355437,5.849994827407843,5.843029005830689
1096,0.011,0.051,0.00386687390187863,1.0006710304817332,5.8521597680657305,5.848235423831987
1097,0.011,0.052,0.00407675438596491,1.000094127552371,5.854153708592647,5.853602723295751
1098,0.011,0.053,0.004296898901404532,0.9994554152798315,5.855947081902428,5.859137878864619
1099,0.011,0.054,0.004527950310559004,0.9987481366651491,5.857506671921779,5.864848660924841
1100,0.011,0.055,0.004770609318996414,0.9979647142372874,5.858795107786681,5.870743748955464
1101,0.011,0.056,0.005025641025641025,0.9970966359814661,5.859770278956763,5.876832864037145
1102,0.011,0.057,0.005293882387794399,0.9961343232760431,5.860384657444981,5.883126924260178
1103,0.011,0.058,0.005576250753465942,0.9950669776703778,5.860584510714692,5.8896382276048636
1104,0.011,0.059,0.005873753643196806,0.9938824027251539,5.860308985605725,5.896380667911194
1105,0.011,0.06,0.006187499999999997,0.9925667963996331,5.859489039797985,5.903369990868406
1106,0.011,0.061,0.006518713170887082,0.9911045085803923,5.858046192663045,5.910624098616817
